,date,sales,counts,clv,cust,recency,frequency,T,monetary_value
6866,1997-02-08,29.92,2,2.865682596204973,6894,12,1,519,37.40000000000001
6867,1998-05-12,42.36,7,107.17768888745785,6895,470,6,519,30.715714285714284
6868,1997-02-24,44.71,1,0.0,6896,0,0,491,44.71
6869,1997-01-27,11.77,1,0.0,6897,0,0,519,11.77
6870,1997-12-23,10.49,5,65.00599040290044,6898,330,4,519,14.932
6871,1997-01-27,65.85,1,0.0,6899,0,0,519,65.85
6872,1997-01-27,27.77,1,0.0,6900,0,0,519,27.77
6873,1997-11-11,37.47,6,214.65609461097648,6901,288,5,519,43.81999999999999
6874,1997-11-19,25.48,2,16.244372513680624,6902,296,1,519,18.625
6875,1998-05-28,21.48,3,0.0,6903,486,2,519,12.016666666666666
6876,1997-01-27,24.98,1,0.0,6904,0,0,519,24.98
6877,1997-09-16,12.99,2,10.0595905803725,6905,232,1,519,9.89
6878,1997-04-02,15.36,2,6.412397322054079,6906,65,1,519,18.745
6879,1997-10-25,18.49,4,82.21804219150172,6907,271,3,519,26.625
6880,1997-01-27,16.36,1,0.0,6908,0,0,519,16.36
6881,1997-01-27,34.99,1,0.0,6909,0,0,519,34.99
6882,1998-04-29,34.21,8,87.4075150995818,6910,457,7,519,22.55625
6883,1997-01-27,24.14,1,0.0,6911,0,0,519,24.14
6884,1997-01-28,5.78,1,0.0,6912,0,0,518,5.78
6885,1997-01-29,12.77,1,0.0,6913,0,0,517,12.77
6886,1997-11-29,47.96,9,241.36467762279432,6914,306,8,519,31.10777777777778
6887,1997-01-27,20.99,1,0.0,6915,0,0,519,20.99
6888,1997-10-01,50.97,2,24.28989854747605,6916,247,1,519,35.98
6889,1997-07-26,57.87,3,70.4626281653322,6917,180,2,519,36.316666666666656
6890,1998-04-16,44.47,6,5.150977438278305,6918,444,5,519,19.878333333333334
6891,1998-06-18,20.99,4,0.0,6919,507,3,519,19.615
6892,1997-11-05,12.99,3,44.54496419660504,6921,282,2,519,20.023333333333333
6893,1997-01-27,13.97,1,0.0,6922,0,0,519,13.97
6894,1997-01-27,13.97,1,0.0,6923,0,0,519,13.97
6895,1997-02-19,12.49,2,1.4139878130744086,6924,16,1,512,8.64
6896,1997-01-28,92.38,2,1.5000636247312409,6925,1,1,519,52.075
6897,1997-12-23,11.49,3,59.10237362321861,6926,330,2,519,27.836666666666666
6898,1997-01-27,13.97,2,0.0,6927,0,1,519,37.635
6899,1997-07-14,21.74,4,56.37914181800042,6928,159,3,510,18.3
6900,1997-01-28,14.37,3,4.127510849872927,6929,1,2,519,106.63
6901,1997-01-27,42.5,1,0.0,6930,0,0,519,42.5
6902,1998-03-21,22.48,3,5.892465438940919,6931,418,2,519,24.39333333333333
6903,1997-01-27,135.8,1,0.0,6932,0,0,519,135.8
6904,1998-02-04,52.35,3,7.673720080279341,6933,373,2,519,22.76
6905,1997-11-25,28.48,3,79.54508138368944,6934,302,2,519,39.31
6906,1997-02-14,102.34,1,0.0,6935,0,0,501,102.34
6907,1997-01-27,106.19,1,0.0,6936,0,0,519,106.19
6908,1997-01-30,13.97,2,0.958866947076391,6937,3,1,519,21.565
6909,1997-11-17,14.99,3,19.59509875966734,6938,277,2,502,15.313333333333334
6910,1997-01-27,14.9,1,0.0,6939,0,0,519,14.9
6911,1998-05-18,32.98,3,17.160597291058284,6940,476,2,519,29.496666666666666
6912,1997-11-05,7.49,3,38.86834140195724,6941,280,2,517,16.743333333333336
6913,1997-05-06,59.05,3,106.56443121593573,6942,99,2,519,68.58
6914,1997-01-27,14.37,1,0.0,6943,0,0,519,14.37
6915,1997-08-01,9.97,5,107.90405898850487,6944,186,4,519,28.48
6916,1997-01-27,21.54,1,0.0,6945,0,0,519,21.54
6917,1997-01-27,14.99,1,0.0,6946,0,0,519,14.99
6918,1998-03-02,89.36,3,42.673369524353454,6947,398,2,518,85.50333333333333
6919,1997-07-25,12.25,3,37.17613995213488,6948,179,2,519,16.933333333333334
6920,1997-01-27,18.99,1,0.0,6949,0,0,519,18.99
6921,1997-01-27,432.76,1,0.0,6950,0,0,519,432.76
6922,1998-06-13,26.41,11,300.2385311130879,6951,502,10,519,38.90000000000001
6923,1997-02-03,17.9,2,1.2105506166860494,6952,7,1,519,17.9
6924,1998-04-17,12.99,2,0.0,6953,445,1,519,15.445
6925,1997-01-27,32.98,1,0.0,6954,0,0,519,32.98
6926,1997-01-27,9.77,1,0.0,6955,0,0,519,9.77
6927,1997-01-27,82.23,1,0.0,6956,0,0,519,82.23
6928,1997-01-27,16.99,1,0.0,6957,0,0,519,16.99
6929,1998-03-10,22.05,4,51.632273261294145,6958,407,3,519,26.36
6930,1997-01-27,60.87,1,0.0,6959,0,0,519,60.87
6931,1997-01-27,15.76,1,0.0,6960,0,0,519,15.76
6932,1997-12-11,107.94,2,48.190794213556785,6961,318,1,519,71.625
6933,1997-01-27,11.77,1,0.0,6962,0,0,519,11.77
6934,1997-01-27,27.37,1,0.0,6963,0,0,519,27.37
6935,1997-01-27,25.78,1,0.0,6964,0,0,519,25.78
6936,1998-05-06,45.17,5,48.001169461627455,6965,464,4,519,28.721999999999998
6937,1997-01-27,12.97,1,0.0,6966,0,0,519,12.97
6938,1997-01-27,28.74,1,0.0,6967,0,0,519,28.74
6939,1998-06-10,13.98,9,102.74273045145205,6968,499,8,519,15.118888888888886
6940,1997-01-27,14.37,1,0.0,6969,0,0,519,14.37
6941,1997-01-27,66.38,1,0.0,6970,0,0,519,66.38
6942,1997-02-03,15.36,2,1.0983734508338807,6971,7,1,519,15.36
6943,1998-03-09,152.4,2,0.0,6972,406,1,519,95.97
6944,1997-01-27,12.49,1,0.0,6973,0,0,519,12.49
6945,1998-01-14,14.98,2,0.0,6974,352,1,519,12.375
6946,1997-01-27,25.74,1,0.0,6975,0,0,519,25.74
6947,1997-01-27,117.93,1,0.0,6976,0,0,519,117.93
6948,1997-01-27,26.14,1,0.0,6977,0,0,519,26.14
6949,1997-10-24,42.98,2,21.489184943487253,6978,270,1,519,29.17
6950,1997-03-20,58.47,3,89.29662182889204,6979,52,2,519,90.41
6951,1998-03-21,27.98,6,87.59129067984648,6980,418,5,519,22.64
6952,1997-07-14,14.37,3,36.50658053834928,6981,168,2,519,16.77
6953,1998-05-29,14.99,6,147.41779776841722,6982,487,5,519,36.026666666666664
6954,1997-01-27,14.37,1,0.0,6983,0,0,519,14.37
6955,1997-01-27,58.86,1,0.0,6984,0,0,519,58.86
6956,1997-01-27,8.78,2,0.0,6985,0,1,519,8.78
6957,1997-04-19,14.96,5,19.781856440536746,6986,82,4,519,13.598000000000004
6958,1997-01-27,9.9,1,0.0,6987,0,0,519,9.9
6959,1997-02-03,29.58,2,2.379578010428925,6988,7,1,519,44.37
6960,1997-11-03,40.97,2,20.24551952621533,6989,280,1,519,26.37
6961,1997-01-27,41.1,1,0.0,6990,0,0,519,41.1
6962,1998-03-10,15.49,9,180.02094282902686,6991,407,8,519,30.474444444444448
6963,1998-03-15,27.07,3,14.802987625098117,6992,412,2,519,49.0
6964,1997-09-02,14.58,6,128.30857973200784,6993,218,5,519,26.45166666666667
6965,1997-01-27,15.99,1,0.0,6994,0,0,519,15.99
6966,1997-01-27,24.99,1,0.0,6995,0,0,519,24.99
6967,1998-06-28,26.98,12,129.96068554101808,6996,517,11,519,29.17083333333333
6968,1997-10-28,12.99,2,12.573943302855966,6997,274,1,519,12.98
6969,1997-03-20,42.11,3,87.72647674675812,6998,52,2,519,88.73666666666666
6970,1997-03-09,11.77,2,4.881573381288354,6999,41,1,519,21.645
6971,1997-01-28,26.13,1,0.0,7000,0,0,518,26.13
6972,1998-03-26,77.45,2,0.0,7001,423,1,519,69.25
6973,1997-01-27,15.9,1,0.0,7002,0,0,519,15.9
6974,1997-02-12,73.02,2,5.455376735907172,7003,16,1,519,63.535
6975,1997-02-07,13.97,1,0.0,7004,0,0,508,13.97
6976,1997-01-27,8.77,1,0.0,7006,0,0,519,8.77
6977,1997-01-27,15.36,1,0.0,7007,0,0,519,15.36
6978,1997-01-27,56.32,1,0.0,7008,0,0,519,56.32
6979,1997-01-27,50.9,1,0.0,7009,0,0,519,50.9
6980,1998-02-03,14.49,6,65.26481574269073,7010,372,5,519,16.35333333333333
6981,1998-03-11,23.76,7,68.64973115994601,7011,408,6,519,14.227142857142857
6982,1997-03-10,48.47,2,9.136304002927432,7012,41,1,518,48.47
6983,1997-01-31,15.36,2,2.3175212049236507,7013,4,1,519,58.35
6984,1997-01-27,11.77,1,0.0,7014,0,0,519,11.77
6985,1997-01-27,23.99,1,0.0,7015,0,0,519,23.99
6986,1997-01-27,13.97,1,0.0,7016,0,0,519,13.97
6987,1997-01-27,37.03,1,0.0,7017,0,0,519,37.03
6988,1997-01-27,31.97,1,0.0,7018,0,0,519,31.97
6989,1997-06-25,28.34,3,59.01376359256168,7019,149,2,519,30.88
6990,1997-01-27,20.99,1,0.0,7020,0,0,519,20.99
6991,1997-03-18,26.73,2,6.832378946525469,7021,50,1,519,27.6
6992,1997-01-27,47.77,1,0.0,7022,0,0,519,47.77
6993,1997-01-27,23.34,1,0.0,7023,0,0,519,23.34
6994,1997-03-26,19.3,3,45.94727706554128,7024,58,2,519,39.66333333333333
6995,1997-02-08,23.54,1,0.0,7025,0,0,507,23.54
6996,1997-01-27,6.79,1,0.0,7026,0,0,519,6.79
6997,1997-01-27,12.97,1,0.0,7027,0,0,519,12.97
6998,1997-10-25,41.47,2,34.14374325757697,7028,271,1,519,51.85
6999,1998-05-11,59.96,15,504.7902479115488,7029,469,14,519,69.66533333333334
7000,1997-05-13,23.54,4,83.19261097273714,7030,106,3,519,37.3775
7001,1997-01-27,66.74,1,0.0,7031,0,0,519,66.74
7002,1997-02-26,26.73,2,3.688628676385504,7032,30,1,519,20.845
7003,1998-03-09,111.92,2,0.0,7033,404,1,517,79.905
7004,1997-02-13,46.29,2,4.614100218448625,7034,17,1,519,49.585
7005,1998-06-29,25.98,5,17.081134171652796,7035,518,4,519,19.445999999999998
7006,1997-01-29,5.77,2,0.4246135020899433,7036,2,1,519,5.88
7007,1997-09-20,12.99,2,16.553174164987222,7037,236,1,519,22.155
7008,1997-10-14,55.47,4,164.47639623373837,7038,260,3,519,56.6075
7009,1997-03-07,10.97,2,3.0054420659843464,7039,39,1,519,10.47
7010,1997-01-27,24.74,1,0.0,7040,0,0,519,24.74
7011,1997-01-27,17.7,1,0.0,7041,0,0,519,17.7
7012,1997-01-27,14.37,1,0.0,7042,0,0,519,14.37
7013,1997-01-27,31.48,1,0.0,7043,0,0,519,31.48
7014,1997-01-27,6.79,1,0.0,7044,0,0,519,6.79
7015,1997-01-27,25.74,1,0.0,7045,0,0,519,25.74
7016,1997-01-27,29.73,1,0.0,7046,0,0,519,29.73
7017,1997-01-27,16.36,1,0.0,7047,0,0,519,16.36
7018,1997-01-27,39.99,1,0.0,7048,0,0,519,39.99
7019,1997-01-27,12.97,1,0.0,7049,0,0,519,12.97
7020,1997-01-27,23.98,1,0.0,7050,0,0,519,23.98
7021,1997-01-27,52.86,1,0.0,7051,0,0,519,52.86
7022,1997-12-01,27.48,5,223.54900368343795,7052,308,4,519,57.304
7023,1997-06-04,63.08,2,20.53636227928087,7053,128,1,519,45.905
7024,1997-12-03,17.49,3,32.241502215242605,7054,310,2,519,13.079999999999998
7025,1997-01-28,30.13,1,0.0,7055,0,0,518,30.13
7026,1997-01-27,43.89,1,0.0,7056,0,0,519,43.89
7027,1998-05-23,5.49,5,45.227066140701396,7057,481,4,519,20.174
7028,1997-01-27,13.97,1,0.0,7058,0,0,519,13.97
7029,1998-06-08,19.98,4,48.49661971949271,7059,497,3,519,23.6
7030,1997-01-27,36.99,1,0.0,7060,0,0,519,36.99
7031,1998-06-09,31.98,4,48.9643799048762,7061,498,3,519,24.7875
7032,1997-02-04,27.94,1,0.0,7062,0,0,511,27.94
7033,1998-03-15,21.98,3,0.0,7063,412,2,519,52.10333333333333
7034,1997-07-10,19.99,3,36.1558806782415,7064,164,2,519,16.656666666666666
7035,1997-01-27,35.31,1,0.0,7065,0,0,519,35.31
7036,1998-05-30,92.96,8,299.5898035607495,7066,485,7,516,80.27375
7037,1998-05-19,11.88,6,23.266894382330342,7067,477,5,519,24.21333333333333
7038,1997-01-27,27.94,1,0.0,7068,0,0,519,27.94
7039,1997-06-23,17.7,2,11.042989272172035,7069,147,1,519,17.799999999999994
7040,1997-04-15,14.96,3,39.685326315499466,7070,78,2,519,26.163333333333334
7041,1997-01-27,23.54,1,0.0,7071,0,0,519,23.54
7042,1998-03-22,9.49,4,26.299898494662532,7072,388,3,488,9.6575
7043,1997-05-10,45.09,2,14.023513200492225,7073,103,1,519,34.315
7044,1997-01-27,15.36,1,0.0,7074,0,0,519,15.36
7045,1997-01-27,31.96,1,0.0,7075,0,0,519,31.96
7046,1997-11-21,27.48,2,27.615690948669013,7076,284,1,505,36.385
7047,1997-01-27,14.37,1,0.0,7077,0,0,519,14.37
7048,1997-01-27,17.99,1,0.0,7078,0,0,519,17.99
7049,1997-02-09,30.75,2,2.5385858798477385,7079,13,1,519,29.855
7050,1998-03-12,25.99,3,19.602234283343037,7080,409,2,519,28.36
7051,1997-01-27,26.78,1,0.0,7081,0,0,519,26.78
7052,1997-09-08,45.09,2,34.624705177259244,7082,224,1,519,58.405
7053,1997-07-09,26.73,3,36.2832997768398,7083,163,2,519,16.756666666666664
7054,1997-01-27,14.37,1,0.0,7084,0,0,519,14.37
7055,1997-03-19,14.37,3,18.71630450729171,7085,51,2,519,15.56
7056,1997-12-20,50.96,8,230.6253788683072,7086,327,7,519,34.07875
7057,1997-05-08,9.97,2,6.4320374029751965,7087,101,1,519,10.87
7058,1997-01-27,9.97,1,0.0,7088,0,0,519,9.97
7059,1997-01-27,11.77,1,0.0,7089,0,0,519,11.77
7060,1997-06-16,27.73,3,52.25435408866585,7090,138,2,517,27.14333333333333
7061,1997-04-20,24.98,2,8.989868292621502,7091,83,1,519,23.34
7062,1997-01-27,75.44,1,0.0,7092,0,0,519,75.44
7063,1998-05-09,5.49,2,0.0,7093,467,1,519,8.629999999999999
7064,1997-01-27,14.37,1,0.0,7094,0,0,519,14.37
7065,1997-01-27,10.97,1,0.0,7095,0,0,519,10.97
7066,1997-06-20,34.91,3,60.94457298867703,7096,144,2,519,32.333333333333336
7067,1997-06-12,33.77,4,82.90730026446401,7097,136,3,519,31.4675
7068,1998-03-08,12.49,3,11.711092956506347,7098,405,2,519,16.243333333333332
7069,1997-01-28,54.47,1,0.0,7099,0,0,518,54.47
7070,1997-01-28,12.49,1,0.0,7100,0,0,518,12.49
7071,1997-07-06,82.81,4,218.61701764988618,7101,159,3,518,82.655
7072,1997-09-20,2.99,9,224.98095503458646,7102,235,8,518,29.754444444444445
7073,1997-11-11,32.49,3,78.79605764738245,7103,287,2,518,38.893333333333345
7074,1997-02-28,54.71,2,7.318927827111581,7104,31,1,518,48.805
7075,1997-01-28,15.7,1,0.0,7105,0,0,518,15.7
7076,1997-01-28,37.47,1,0.0,7106,0,0,518,37.47
7077,1998-02-04,13.57,7,91.9210745226065,7107,372,6,518,21.692857142857147
7078,1997-01-28,14.96,1,0.0,7108,0,0,518,14.96
7079,1997-01-28,25.37,1,0.0,7109,0,0,518,25.37
7080,1997-01-28,14.79,1,0.0,7110,0,0,518,14.79
7081,1997-07-14,174.68,5,237.02144984705342,7111,167,4,518,70.884
7082,1997-01-28,28.99,1,0.0,7112,0,0,518,28.99
7083,1998-01-19,11.99,6,108.496609239822,7113,356,5,518,24.005
7084,1997-01-28,6.79,1,0.0,7114,0,0,518,6.79
7085,1997-02-01,15.36,1,0.0,7115,0,0,514,15.36
7086,1997-06-21,11.77,2,8.53689889352259,7116,144,1,518,11.77
7087,1997-02-10,13.97,2,2.985994946177672,7117,13,1,518,36.515
7088,1997-02-08,20.99,2,1.9406257336024968,7118,11,1,518,23.925
7089,1998-02-02,84.64,2,0.0,7119,370,1,518,55.685
7090,1998-04-25,45.47,10,252.8622335693794,7120,452,9,518,33.238
7091,1997-01-28,11.77,1,0.0,7121,0,0,518,11.77
7092,1997-03-26,34.11,2,7.043390947355902,7122,57,1,518,24.735
7093,1997-08-06,14.79,3,56.37094952220309,7123,190,2,518,27.73333333333333
7094,1997-01-28,29.58,1,0.0,7124,0,0,518,29.58
7095,1997-01-28,11.77,1,0.0,7125,0,0,518,11.77
7096,1997-03-10,42.77,2,6.0493847614245455,7126,41,1,518,28.880000000000006
7097,1997-03-10,34.31,2,6.9050239386251935,7127,41,1,518,34.31
7098,1998-04-29,28.21,8,40.54341468082313,7128,456,7,518,18.8925
7099,1997-01-28,13.97,1,0.0,7129,0,0,518,13.97
7100,1998-05-31,70.45,7,20.77781856757252,7130,488,6,518,55.50571428571429
7101,1997-10-06,80.94,2,44.730811017562615,7131,251,1,518,73.3
7102,1997-02-20,13.97,1,0.0,7132,0,0,495,13.97
7103,1997-01-28,37.51,1,0.0,7133,0,0,518,37.51
7104,1997-01-28,23.54,1,0.0,7134,0,0,518,23.54
7105,1997-06-20,21.0,2,10.34372158594814,7135,143,1,518,16.384999999999998
7106,1997-01-28,32.29,1,0.0,7136,0,0,518,32.29
7107,1997-01-28,10.0,1,0.0,7137,0,0,518,10.0
7108,1998-04-13,56.88,4,65.57530800100952,7138,440,3,518,37.88
7109,1998-03-18,21.98,10,193.54143127339282,7139,414,9,518,25.724
7110,1997-01-28,99.76,1,0.0,7140,0,0,518,99.76
7111,1997-01-28,44.69,1,0.0,7141,0,0,518,44.69
7112,1997-10-23,12.99,4,46.584709543357924,7142,268,3,518,13.6725
7113,1997-01-28,21.76,1,0.0,7143,0,0,518,21.76
7114,1998-05-01,161.22,7,637.7371352331737,7144,457,6,517,214.03
7115,1998-04-27,15.49,102,1816.2924335174755,7145,454,101,518,20.38617647058824
7116,1997-01-28,40.7,1,0.0,7146,0,0,518,40.7
7117,1997-07-19,73.22,2,43.13599138763918,7147,172,1,518,87.3
7118,1997-12-09,108.43,7,324.4579040635442,7148,315,6,518,57.165714285714294
7119,1997-01-28,11.77,1,0.0,7149,0,0,518,11.77
7120,1997-01-28,17.76,1,0.0,7150,0,0,518,17.76
7121,1998-05-04,47.96,5,59.56787640991158,7151,461,4,518,31.788
7122,1997-07-08,134.09,7,333.75545187454065,7152,161,6,518,77.92428571428572
7123,1997-01-28,62.9,1,0.0,7153,0,0,518,62.9
7124,1997-09-27,29.99,3,83.54913719651806,7154,242,2,518,42.11333333333333
7125,1998-03-10,48.46,3,21.599000623535105,7155,406,2,518,41.81666666666667
7126,1997-01-28,34.75,1,0.0,7156,0,0,518,34.75
7127,1997-06-02,30.32,2,18.55834306429493,7157,125,1,518,41.1
7128,1997-01-28,58.31,1,0.0,7158,0,0,518,58.31
7129,1997-01-28,26.14,1,0.0,7159,0,0,518,26.14
7130,1998-04-16,11.49,2,0.0,7160,443,1,518,11.63
7131,1997-01-28,18.99,1,0.0,7161,0,0,518,18.99
7132,1997-06-20,14.96,2,8.14277679133682,7162,143,1,518,10.875
7133,1997-01-28,382.62,1,0.0,7163,0,0,518,382.62
7134,1997-09-16,11.49,2,14.730669160822787,7164,231,1,518,18.835
7135,1997-02-18,14.96,2,2.254844691509438,7165,21,1,518,14.96
7136,1997-08-31,30.73,2,29.497427013889602,7166,215,1,518,49.275
7137,1997-01-28,30.32,1,0.0,7167,0,0,518,30.32
7138,1997-05-15,59.84,2,14.944421600957401,7168,89,1,500,37.40000000000001
7139,1997-01-28,14.96,1,0.0,7169,0,0,518,14.96
7140,1998-03-15,11.49,3,23.467036441432327,7170,411,2,518,27.11333333333333
7141,1997-01-28,46.48,1,0.0,7171,0,0,518,46.48
7142,1998-06-12,31.48,4,0.8984684575924209,7172,500,3,518,22.17
7143,1997-11-23,30.48,6,206.94092282116642,7173,298,5,517,41.825
7144,1997-02-25,18.99,2,2.715870044893016,7174,28,1,518,13.98
7145,1997-01-28,14.37,1,0.0,7175,0,0,518,14.37
7146,1998-05-19,18.48,10,134.6027040233878,7176,476,9,518,24.764
7147,1998-01-19,23.76,11,194.7941952038807,7177,356,10,518,24.622727272727275
7148,1997-01-28,11.77,1,0.0,7178,0,0,518,11.77
7149,1997-03-02,23.97,3,11.503476642718196,7179,33,2,518,15.24
7150,1997-01-28,5.99,1,0.0,7180,0,0,518,5.99
7151,1997-01-28,16.36,1,0.0,7181,0,0,518,16.36
7152,1998-01-01,28.98,5,54.836096028780545,7182,338,4,518,31.892
7153,1997-01-28,14.37,1,0.0,7183,0,0,518,14.37
7154,1997-01-30,34.36,1,0.0,7184,0,0,516,34.36
7155,1997-01-28,13.97,2,0.0,7185,0,1,518,14.665
7156,1997-05-22,30.32,3,52.88299845119344,7186,114,2,518,29.54333333333333
7157,1997-11-26,14.49,2,15.568881997274499,7187,302,1,518,17.13
7158,1997-07-08,15.96,3,34.83197339639113,7188,161,2,518,15.873333333333335
7159,1997-01-28,23.76,1,0.0,7189,0,0,518,23.76
7160,1997-01-28,5.78,1,0.0,7190,0,0,518,5.78
7161,1997-01-28,51.96,1,0.0,7191,0,0,518,51.96
7162,1997-01-28,6.79,1,0.0,7192,0,0,518,6.79
7163,1998-05-04,15.49,13,101.19955301022024,7193,461,12,518,20.06384615384616
7164,1998-06-25,12.99,3,2.6165496833212365,7194,513,2,518,16.25
7165,1997-01-28,33.52,1,0.0,7195,0,0,518,33.52
7166,1997-08-12,17.7,3,66.78543738651284,7196,196,2,518,33.57333333333334
7167,1997-12-04,25.98,3,55.826757931756404,7197,310,2,518,26.03333333333333
7168,1997-01-28,28.74,1,0.0,7198,0,0,518,28.74
7169,1997-12-15,25.98,3,22.860717300605412,7199,316,2,513,18.766666666666666
7170,1997-11-24,14.99,2,13.341852520694587,7200,300,1,518,13.38
7171,1997-01-28,14.79,1,0.0,7201,0,0,518,14.79
7172,1997-01-28,13.97,1,0.0,7202,0,0,518,13.97
7173,1998-06-19,17.99,27,665.8615507615452,7203,507,26,518,35.287037037037045
7174,1997-08-12,10.77,2,10.11603888273311,7204,196,1,518,11.63
7175,1997-07-30,44.87,2,18.047104016793927,7205,183,1,518,29.62
7176,1998-02-14,26.98,2,0.0,7206,382,1,518,21.17
7177,1997-01-28,29.99,1,0.0,7207,0,0,518,29.99
7178,1997-01-29,83.19,1,0.0,7208,0,0,517,83.19
7179,1997-03-24,24.99,2,1.6626958502265885,7209,4,1,467,24.99
7180,1997-01-28,15.36,1,0.0,7210,0,0,518,15.36
7181,1997-01-28,15.76,1,0.0,7211,0,0,518,15.76
7182,1997-01-28,23.54,1,0.0,7212,0,0,518,23.54
7183,1998-06-04,32.97,15,159.20999239322109,7213,492,14,518,24.942666666666664
7184,1997-01-28,36.54,1,0.0,7214,0,0,518,36.54
7185,1998-04-08,31.97,3,22.09587764918309,7215,435,2,518,40.88
7186,1997-01-28,31.54,1,0.0,7216,0,0,518,31.54
7187,1997-04-03,44.88,3,51.42818338208275,7217,65,2,518,40.376666666666665
7188,1997-01-28,11.77,1,0.0,7218,0,0,518,11.77
7189,1997-01-28,14.96,1,0.0,7219,0,0,518,14.96
7190,1997-01-28,14.96,1,0.0,7220,0,0,518,14.96
7191,1997-01-28,11.77,1,0.0,7221,0,0,518,11.77
7192,1998-04-24,16.57,10,115.40608244618231,7222,450,9,517,17.18
7193,1997-01-28,36.5,1,0.0,7223,0,0,518,36.5
7194,1997-01-29,52.08,1,0.0,7224,0,0,517,52.08
7195,1997-03-18,14.96,3,17.701614972932568,7225,49,2,518,15.093333333333335
7196,1997-01-28,10.77,1,0.0,7226,0,0,518,10.77
7197,1997-05-21,14.96,2,9.251546928336603,7227,113,1,518,17.475
7198,1997-01-28,115.94,1,0.0,7228,0,0,518,115.94
7199,1998-03-24,15.49,4,11.27521878927454,7229,420,3,518,11.31
7200,1997-01-28,24.54,1,0.0,7230,0,0,518,24.54
7201,1997-01-28,24.99,1,0.0,7231,0,0,518,24.99
7202,1998-06-11,42.47,8,0.0,7232,499,7,518,42.46250000000001
7203,1997-08-30,40.7,2,23.686706742494174,7233,214,1,518,37.805
7204,1998-01-20,8.99,2,0.0,7234,357,1,518,11.975
7205,1997-01-28,11.77,1,0.0,7235,0,0,518,11.77
7206,1997-12-05,28.48,3,68.28926092212396,7236,311,2,518,32.9
7207,1997-01-28,20.74,1,0.0,7237,0,0,518,20.74
7208,1997-01-28,10.97,1,0.0,7238,0,0,518,10.97
7209,1997-01-28,37.74,1,0.0,7239,0,0,518,37.74
7210,1998-01-08,17.99,2,0.0,7240,345,1,518,15.239999999999998
7211,1998-06-03,23.08,3,11.590241005140369,7241,491,2,518,16.346666666666668
7212,1997-01-28,38.9,1,0.0,7242,0,0,518,38.9
7213,1997-01-28,100.32,1,0.0,7243,0,0,518,100.32
7214,1997-01-28,14.96,1,0.0,7244,0,0,518,14.96
7215,1997-01-28,13.97,1,0.0,7245,0,0,518,13.97
7216,1998-06-17,340.65,6,935.6630332332612,7246,505,5,518,261.77833333333336
7217,1997-01-28,27.73,1,0.0,7247,0,0,518,27.73
7218,1997-01-28,15.7,1,0.0,7248,0,0,518,15.7
7219,1997-03-12,28.56,1,0.0,7249,0,0,475,28.56
7220,1998-01-07,145.43,5,168.50336143996603,7250,344,4,518,95.22
7221,1997-01-28,15.99,1,0.0,7251,0,0,518,15.99
7222,1997-08-04,26.75,2,18.73918840174936,7252,188,1,518,30.53
7223,1997-01-28,35.77,1,0.0,7253,0,0,518,35.77
7224,1997-11-10,40.47,2,26.366094689373625,7254,286,1,518,36.615
7225,1997-04-30,7.98,2,6.661486059320579,7255,92,1,518,12.94
7226,1998-05-18,26.37,6,64.33877767411171,7256,475,5,518,28.72833333333333
7227,1997-01-28,24.99,1,0.0,7257,0,0,518,24.99
7228,1997-01-28,14.99,1,0.0,7258,0,0,518,14.99
7229,1998-05-08,100.44,3,0.0,7259,465,2,518,67.74666666666667
7230,1997-01-28,27.94,1,0.0,7260,0,0,518,27.94
7231,1997-01-28,10.97,1,0.0,7261,0,0,518,10.97
7232,1997-10-01,10.49,2,10.570857569935932,7262,246,1,518,10.24
7233,1997-01-28,25.99,1,0.0,7263,0,0,518,25.99
7234,1997-08-28,27.77,3,39.74472977337369,7264,212,2,518,17.836666666666673
7235,1998-06-04,14.99,8,22.26264801655335,7265,492,7,518,21.692500000000006
7236,1997-01-28,131.16,1,0.0,7266,0,0,518,131.16
7237,1997-01-28,11.77,1,0.0,7267,0,0,518,11.77
7238,1997-01-28,13.97,1,0.0,7268,0,0,518,13.97
7239,1997-03-31,35.46,3,35.441498213978576,7269,62,2,518,27.50333333333333
7240,1997-12-05,26.48,3,64.57057185231953,7270,311,2,518,66.47
7241,1997-01-28,20.99,1,0.0,7271,0,0,518,20.99
7242,1997-10-28,33.98,4,135.0143976117277,7272,273,3,518,45.585
7243,1997-12-07,25.48,3,58.48066001834025,7273,304,2,509,26.65
7244,1998-06-22,36.99,26,525.9174302892707,7274,510,25,518,29.817692307692308
7245,1998-03-21,37.86,2,0.0,7275,417,1,518,33.795
7246,1997-01-28,19.99,1,0.0,7276,0,0,518,19.99
7247,1997-01-28,26.99,1,0.0,7277,0,0,518,26.99
7248,1997-01-28,19.99,1,0.0,7278,0,0,518,19.99
7249,1997-01-28,19.99,1,0.0,7279,0,0,518,19.99
7250,1998-04-30,49.49,3,5.843176757442667,7280,457,2,518,29.933333333333334
7251,1997-01-28,19.99,1,0.0,7281,0,0,518,19.99
7252,1997-01-28,3.99,1,0.0,7282,0,0,518,3.99
7253,1998-03-30,49.96,3,36.62851144853556,7283,426,2,518,50.6
7254,1998-06-21,11.49,4,31.875903796534168,7284,509,3,518,12.555
7255,1997-01-28,11.97,1,0.0,7285,0,0,518,11.97
7256,1997-01-28,9.99,1,0.0,7286,0,0,518,9.99
