cust,date,sales,counts,clv
3706,1997-01-15,15.96,1,0.0
3707,1997-01-15,20.99,1,0.0
3708,1998-06-01,12.58,4,22.97646634266405
3709,1997-01-15,57.54,1,0.0
3710,1997-01-15,12.49,1,0.0
3711,1997-08-15,31.92,4,88.2660855047853
3712,1998-03-22,12.99,5,38.32325495508759
3713,1998-05-17,48.96,14,469.8717429486306
3714,1997-03-08,16.36,3,17.348353151857754
3715,1998-05-21,66.33,5,146.95245015737552
3716,1997-01-15,20.99,1,0.0
3717,1998-04-17,11.88,10,83.51805256919687
3718,1997-01-15,20.38,1,0.0
3719,1997-01-15,93.47,1,0.0
3720,1998-04-29,22.98,8,36.24986852531839
3721,1997-01-15,51.98,1,0.0
3722,1997-06-15,39.71,3,50.79406436768839
3723,1997-03-01,60.34,3,16.28392848142401
3724,1997-01-15,14.96,1,0.0
3725,1998-05-29,11.99,4,10.822555653087148
3726,1997-01-15,29.98,1,0.0
3727,1998-03-07,9.49,3,11.600726683930032
3728,1997-01-15,25.96,1,0.0
3729,1997-01-15,38.97,1,0.0
3730,1997-01-15,27.76,1,0.0
3732,1997-01-16,9.99,1,0.0
3733,1998-05-17,43.97,15,550.3755114333156
3734,1998-04-03,12.99,5,24.678942792114785
3735,1997-02-03,16.36,1,0.0
3736,1998-03-01,35.64,6,108.5481244965335
3737,1997-11-11,122.91,4,211.189752659146
3738,1997-01-16,60.54,1,0.0
3739,1997-08-03,12.97,4,55.67512723223864
3740,1997-01-16,13.99,1,0.0
3741,1997-01-16,63.34,1,0.0
3742,1998-04-09,29.99,10,113.56461593961859
3743,1997-01-21,10.97,1,0.0
3744,1997-01-16,37.51,1,0.0
3745,1997-01-16,19.3,1,0.0
3746,1997-01-16,41.1,1,0.0
3747,1997-06-29,16.36,3,42.143059917964784
3748,1997-01-16,16.76,1,0.0
3749,1997-01-16,46.07,1,0.0
3750,1997-12-16,29.97,3,51.240427727879535
3751,1997-01-16,11.77,1,0.0
3752,1997-11-18,15.98,2,16.735959143414536
3753,1997-01-17,52.94,1,0.0
3754,1997-01-16,21.74,1,0.0
3755,1997-01-16,21.98,1,0.0
3756,1997-01-16,15.36,1,0.0
3757,1997-12-14,11.49,4,42.14584546149997
3758,1997-11-26,34.47,3,87.96590560414843
3759,1997-09-21,11.98,5,135.21544859445066
3760,1997-03-20,29.58,1,0.0
3761,1997-01-16,33.4,1,0.0
3762,1997-07-17,35.82,4,101.24506411122972
3763,1997-01-16,29.98,1,0.0
3764,1997-01-16,13.97,1,0.0
3765,1998-06-22,35.85,3,6.147325674840858
3766,1997-01-16,56.89,1,0.0
3767,1997-02-08,70.25,2,7.025596903021571
3768,1997-01-16,16.36,1,0.0
3769,1997-08-01,126.61,3,197.5362481594545
3770,1997-07-01,63.46,3,80.73577000319783
3771,1997-01-16,47.76,1,0.0
3772,1997-01-16,13.97,1,0.0
3773,1997-01-17,98.16,1,0.0
3774,1998-04-05,58.85,4,84.06728250137164
3775,1997-01-16,39.3,1,0.0
3776,1997-03-12,13.97,1,0.0
3777,1997-01-16,20.97,1,0.0
3778,1997-06-14,89.46,5,189.43845688743937
3779,1997-01-16,13.97,1,0.0
3780,1998-02-09,62.54,4,128.07814226861385
3781,1997-01-16,38.91,1,0.0
3782,1998-01-06,12.99,6,97.27572208125723
3783,1998-06-17,83.65,8,128.34263800934067
3784,1997-11-05,35.47,7,224.41032742937213
3785,1997-01-16,11.77,2,0.0
3786,1997-01-16,14.96,1,0.0
3787,1997-01-16,11.77,1,0.0
3788,1998-06-10,35.48,8,227.87390899898296
3789,1998-06-04,104.31,3,21.737658842361636
3790,1998-02-06,97.9,2,0.0
3791,1998-03-03,28.98,6,225.5041056977206
3792,1997-01-16,14.96,1,0.0
3793,1997-01-16,81.45,1,0.0
3794,1997-01-16,15.36,1,0.0
3795,1998-05-26,13.99,16,418.9844926071656
3796,1997-01-16,11.77,1,0.0
3797,1997-01-16,6.77,1,0.0
3798,1997-01-16,13.97,1,0.0
3799,1998-04-01,25.98,5,8.604041130070762
3800,1998-06-16,12.99,2,0.0
3801,1998-06-20,11.49,3,17.608614389755285
3802,1997-01-16,16.76,1,0.0
3803,1997-01-16,51.3,1,0.0
3804,1997-01-16,30.37,1,0.0
3805,1997-06-23,4.79,2,6.142443431526196
3806,1998-05-26,10.99,12,189.87758853780807
3807,1997-02-08,29.33,2,2.7268579933517683
3808,1997-01-16,13.97,1,0.0
3809,1997-01-16,17.9,1,0.0
3810,1997-01-16,19.99,1,0.0
3811,1997-02-17,15.36,2,2.991158926632355
3812,1998-01-28,67.95,4,206.91987856273806
3813,1997-01-16,28.67,1,0.0
3814,1997-01-16,14.37,1,0.0
3815,1997-01-16,16.36,1,0.0
3816,1997-01-16,39.99,1,0.0
3817,1997-01-16,21.74,1,0.0
3818,1997-04-20,42.1,3,40.46092120834717
3819,1997-06-23,27.94,3,161.79304705582803
3820,1997-03-24,12.77,2,6.699433243469484
3821,1997-01-16,20.94,1,0.0
3823,1997-04-08,31.54,4,28.9466768431246
3824,1997-01-16,7.98,1,0.0
3825,1997-01-16,14.79,1,0.0
3826,1997-01-16,12.49,1,0.0
3827,1997-01-16,22.76,1,0.0
3828,1998-02-07,13.99,5,32.5965153965763
3829,1997-01-16,35.52,1,0.0
3830,1997-01-16,12.49,1,0.0
3831,1997-01-17,73.26,1,0.0
3832,1997-07-15,35.28,5,70.92471874469851
3833,1998-06-25,12.99,3,34.17352246462546
3834,1997-01-16,11.77,1,0.0
3835,1998-02-14,58.92,4,38.88971909981922
3836,1997-01-16,11.77,1,0.0
3837,1997-01-27,200.92,1,0.0
3838,1997-01-16,11.56,1,0.0
3839,1997-01-16,13.97,1,0.0
3840,1998-01-31,16.99,3,50.73849285235468
3841,1997-10-13,100.94,2,46.533529389481544
3842,1997-01-16,10.98,1,0.0
3843,1997-01-16,16.99,1,0.0
3844,1998-02-18,11.49,2,0.0
3845,1997-01-16,37.99,1,0.0
3846,1997-10-28,41.97,2,22.148443432509044
3847,1997-01-16,25.94,1,0.0
3848,1997-04-05,27.73,2,9.7939141884913
3849,1998-05-25,11.49,8,114.76064864443451
3850,1997-01-16,35.4,1,0.0
3851,1997-02-12,45.74,1,0.0
3852,1998-05-04,23.76,2,0.0
3853,1997-01-16,41.9,1,0.0
3854,1997-06-24,29.92,2,15.690287396995375
3855,1997-12-11,58.45,2,30.88819335226479
3856,1997-11-19,12.49,4,101.41180722494524
3857,1997-02-15,15.36,3,8.707877799008598
3858,1998-06-27,40.97,6,37.38859851291048
3859,1998-03-12,12.98,3,10.456856805518882
3860,1997-01-16,83.43,1,0.0
3861,1997-06-12,29.98,2,12.094717233140333
3862,1997-01-16,20.99,1,0.0
3863,1998-02-26,74.08,3,33.287656566395256
3864,1997-01-16,56.09,1,0.0
3865,1997-01-16,12.49,1,0.0
3866,1997-01-16,19.54,1,0.0
3867,1998-03-26,53.85,2,0.0
3868,1997-07-18,13.58,2,12.522473559196325
3869,1998-04-26,14.99,26,291.2130146854056
3870,1998-04-16,65.99,13,582.8067980745196
3871,1997-05-03,14.37,2,8.306159456509434
3872,1997-01-16,14.96,1,0.0
3873,1998-05-04,66.95,6,133.0303792997337
3874,1997-02-06,58.47,1,0.0
3876,1997-01-16,44.12,1,0.0
3877,1997-01-16,9.98,1,0.0
3878,1998-05-26,39.47,3,25.16796407981616
3879,1997-01-16,35.99,1,0.0
3880,1997-01-16,15.36,1,0.0
3881,1997-01-16,56.06,1,0.0
3882,1998-06-18,25.48,14,173.21663745342298
3883,1998-06-26,52.46,14,691.4628626973099
3884,1997-01-20,25.33,1,0.0
3885,1997-01-16,8.97,1,0.0
3886,1997-01-16,24.98,1,0.0
3887,1998-06-07,47.47,9,242.46242846609178
3888,1998-03-18,14.99,25,200.9138483140672
3889,1997-02-21,12.77,1,0.0
3890,1997-01-16,21.74,1,0.0
3891,1997-01-16,9.99,1,0.0
3892,1997-01-16,19.99,1,0.0
3893,1997-01-16,30.92,1,0.0
3894,1997-01-16,11.97,1,0.0
3895,1997-01-16,22.99,1,0.0
3896,1997-01-16,19.54,1,0.0
3897,1997-09-12,12.99,3,29.01497944342012
3898,1998-03-18,33.99,5,49.419658746732
3899,1998-04-18,38.47,11,136.889051761682
3900,1997-04-10,51.47,2,11.019434332784163
3901,1998-06-28,62.45,41,1190.2261688987946
3902,1997-02-03,242.98,2,11.78914682345747
3903,1998-06-23,4.49,10,103.05924112051744
3904,1997-01-16,15.36,1,0.0
3905,1997-01-16,14.37,1,0.0
3906,1997-01-16,59.42,1,0.0
3907,1998-04-17,14.99,3,16.768692488812302
3908,1997-12-20,38.97,3,68.3744192288398
3909,1997-01-16,11.77,1,0.0
3910,1997-04-07,11.77,2,5.529321144890635
3911,1997-07-01,13.97,3,60.161079609562464
3912,1997-01-16,15.36,1,0.0
3913,1997-01-16,22.77,2,0.0
3914,1997-01-16,14.99,1,0.0
3915,1997-12-03,12.99,4,47.133380823783725
3916,1998-04-12,13.99,3,25.60465337510239
3917,1997-01-16,15.98,1,0.0
3918,1998-06-17,12.58,19,430.9082049823578
3919,1997-01-16,15.99,1,0.0
3920,1997-01-16,13.97,1,0.0
3921,1997-01-16,84.3,2,0.0
3922,1997-01-16,14.37,1,0.0
3923,1997-01-16,74.34,1,0.0
3924,1997-01-16,21.77,1,0.0
3925,1997-02-16,25.77,2,3.79435084244641
3926,1997-01-16,17.36,1,0.0
3927,1998-01-11,108.44,3,19.212266323283547
3928,1997-01-16,24.37,1,0.0
3929,1998-03-24,88.8,2,0.0
3930,1997-01-16,50.31,1,0.0
3931,1997-01-23,33.4,2,1.7741357433511835
3932,1997-01-18,36.68,1,0.0
3933,1997-03-03,65.68,2,10.411508420940851
3934,1997-01-24,24.54,2,3.231943716319741
3935,1997-01-16,9.77,1,0.0
3936,1998-06-18,36.86,12,454.0265790868515
3937,1997-01-16,18.99,1,0.0
3938,1997-02-04,13.97,1,0.0
3939,1997-01-16,32.51,1,0.0
3940,1997-01-23,13.97,2,2.0569376982909007
3941,1997-01-16,15.99,1,0.0
3942,1997-08-20,54.97,10,153.73376335978736
3943,1997-01-16,38.9,1,0.0
3944,1997-01-16,19.99,1,0.0
3945,1997-01-16,29.95,1,0.0
3946,1997-01-19,10.77,1,0.0
3947,1997-01-16,17.3,1,0.0
3948,1998-01-21,138.48,14,244.5342566671066
3949,1997-01-16,24.73,1,0.0
3950,1997-01-16,32.76,1,0.0
3951,1998-03-21,64.84,2,0.0
3952,1997-01-19,43.3,1,0.0
3953,1997-01-16,50.97,1,0.0
3954,1997-12-31,13.99,2,18.60733819793264
3955,1997-01-16,7.78,1,0.0
3956,1998-02-18,12.99,8,172.38949562515208
3957,1997-01-16,13.97,1,0.0
3958,1997-01-16,25.93,1,0.0
3959,1997-01-16,27.77,1,0.0
3960,1998-03-03,28.98,5,80.74186242562486
3961,1997-01-16,31.31,1,0.0
3962,1998-02-20,39.36,4,133.66227098413935
3963,1997-03-06,97.76,3,47.55518701211304
3964,1997-01-16,21.77,1,0.0
3965,1997-03-31,9.77,3,23.054507511475748
3966,1997-04-21,19.99,2,13.530888794527902
3967,1997-03-23,57.68,2,12.414528975539305
3968,1997-03-02,43.3,2,8.177351125488029
3969,1997-01-16,29.37,1,0.0
3970,1997-10-01,38.97,6,198.54058298644088
3971,1998-01-29,12.49,9,220.2615018996465
3972,1997-01-18,44.76,1,0.0
3973,1997-01-16,65.97,1,0.0
3974,1997-10-13,10.99,2,15.901846684287221
3975,1997-01-16,15.96,1,0.0
3976,1997-01-29,12.97,1,0.0
3977,1997-12-17,72.45,3,110.73095262930491
3978,1997-01-30,10.77,2,1.9002234541358811
3979,1997-01-16,10.77,1,0.0
3980,1997-04-04,15.36,2,9.557797117910065
3981,1998-06-30,27.21,12,257.7761353093795
3982,1998-05-01,69.95,7,178.92797245981885
3983,1997-01-16,11.97,1,0.0
3984,1998-06-13,95.49,7,143.58408210764367
3985,1998-06-25,11.49,21,300.90409788565165
3986,1997-03-11,61.86,2,11.713090151433315
3987,1997-01-16,65.37,1,0.0
3988,1997-01-30,21.77,2,2.37937525948434
3989,1997-01-16,14.37,1,0.0
3990,1997-01-16,12.97,1,0.0
3991,1998-01-20,13.99,8,143.24414800957456
3992,1997-01-16,12.49,1,0.0
3993,1998-02-18,31.97,6,102.62073641023001
3994,1997-01-17,30.72,1,0.0
3995,1997-01-17,23.54,1,0.0
3996,1998-01-12,25.48,4,8.921223134411472
3997,1997-01-17,18.77,1,0.0
3998,1997-07-30,28.76,3,98.59476248090387
3999,1998-03-20,22.38,3,20.29478348477889
4000,1997-01-17,17.9,1,0.0
4001,1997-01-17,36.74,1,0.0
4002,1998-03-14,24.46,4,30.59414647126777
4003,1997-01-28,11.9,3,3.0226540610988186
4004,1997-01-17,13.97,1,0.0
4005,1998-03-09,21.48,3,8.601669308855175
4006,1997-01-17,9.97,1,0.0
4007,1997-01-17,23.74,1,0.0
4008,1997-02-20,9.99,2,3.113015674968998
4009,1997-01-17,12.77,1,0.0
4010,1998-06-20,38.47,20,211.04465766338933
4011,1997-01-17,39.98,1,0.0
4012,1997-06-30,39.92,2,15.654223113113133
4013,1997-01-21,14.79,2,2.754885040619274
4014,1997-11-23,9.49,4,176.9233036858348
4015,1997-10-17,28.48,2,43.49385186779835
4016,1997-01-17,20.94,1,0.0
4017,1998-02-24,37.47,5,82.07867532483448
4018,1998-01-20,56.85,2,0.0
4019,1998-03-24,23.48,2,0.0
4020,1997-03-19,41.53,3,47.32615821458403
4021,1997-01-17,25.74,1,0.0
4022,1997-03-29,41.5,3,31.35862743305602
4023,1997-01-17,11.77,1,0.0
4024,1997-08-12,6.27,3,27.25703783614941
4025,1997-01-17,47.88,1,0.0
4026,1998-05-06,15.49,3,0.0
4027,1997-01-17,14.7,1,0.0
4028,1997-01-17,35.91,1,0.0
4029,1997-01-17,32.37,1,0.0
4030,1997-01-17,23.99,1,0.0
4031,1997-01-17,29.92,1,0.0
4032,1998-05-17,67.54,6,134.89777971672171
4033,1998-02-22,55.96,4,21.113801252249612
4034,1997-04-05,46.71,2,11.735358374738727
4035,1998-06-16,43.15,6,104.05285111576073
4036,1997-10-27,41.98,4,72.70128686019768
4037,1997-01-17,14.37,1,0.0
4038,1997-04-13,53.47,2,11.592775967393232
4039,1997-01-20,14.37,1,0.0
4040,1997-07-30,113.47,2,62.061896341208836
4041,1998-03-24,14.99,5,53.4930872268575
4042,1997-01-17,13.77,1,0.0
4043,1997-01-17,23.54,1,0.0
4044,1997-01-17,39.91,1,0.0
4045,1997-01-17,24.54,1,0.0
4046,1997-03-08,23.54,2,6.214882877444235
4047,1997-01-17,27.13,1,0.0
4048,1997-01-17,57.89,1,0.0
4049,1997-01-17,61.18,1,0.0
4050,1998-03-23,12.99,2,0.0
4051,1997-04-10,14.96,3,7.735089397546383
4052,1998-04-21,32.48,5,75.95887434472921
4053,1997-01-17,11.77,1,0.0
4054,1998-06-10,23.98,2,0.0
4055,1997-11-25,22.98,5,131.22633894174143
4056,1997-11-13,84.45,2,38.92494510813361
4057,1998-03-22,12.99,5,47.42044009204242
4058,1997-01-17,11.77,1,0.0
4059,1997-01-17,30.76,1,0.0
4060,1997-02-08,47.68,2,4.203605528211252
4061,1997-01-17,29.33,1,0.0
4062,1998-06-25,11.49,2,0.0
4063,1997-01-17,37.51,1,0.0
4064,1997-01-17,20.0,1,0.0
4065,1997-03-03,47.74,2,10.277108370433725
4066,1998-06-22,39.46,8,71.89842652508096
4067,1998-01-29,43.99,8,174.95111569638252
4068,1997-01-17,85.98,1,0.0
4069,1997-02-01,32.31,2,2.0865882090392134
4070,1997-01-17,14.37,1,0.0
4071,1997-01-17,14.96,1,0.0
4072,1998-06-13,11.49,17,221.5709141422187
4073,1998-03-04,11.49,3,11.895105744561993
4074,1997-01-17,38.5,1,0.0
4075,1997-01-17,19.99,1,0.0
4076,1997-01-23,42.41,1,0.0
4077,1997-01-17,3.99,1,0.0
4078,1998-02-19,26.98,13,387.2167015384728
4079,1998-06-29,63.34,5,143.52107804075737
4080,1997-01-23,219.75,1,0.0
4081,1997-01-17,49.48,1,0.0
4082,1997-01-17,44.94,1,0.0
4083,1998-01-15,13.99,2,0.0
4084,1997-01-17,10.97,1,0.0
4085,1997-10-27,26.98,6,81.30648714248412
4086,1997-01-17,14.96,1,0.0
4087,1997-01-17,12.97,1,0.0
4088,1997-12-03,38.99,8,157.82613027672673
4089,1998-06-12,16.49,8,65.6670062891569
4090,1998-03-27,21.99,5,4.50986962528311
4091,1998-01-29,198.86,2,0.0
4092,1998-01-30,14.42,3,0.0
4093,1997-09-29,53.47,3,135.08026139968408
4094,1997-01-17,84.59,1,0.0
4095,1997-01-17,14.37,1,0.0
4096,1997-03-31,13.97,2,7.132501291783327
4097,1997-11-30,35.97,7,240.68769783237252
4098,1997-01-17,51.08,1,0.0
4099,1998-06-14,26.48,2,0.0
4100,1997-01-17,38.97,1,0.0
4101,1997-06-20,16.7,2,8.837420053547312
4102,1997-01-17,11.99,1,0.0
4103,1997-03-20,25.14,2,6.935928439041017
4104,1997-01-17,14.37,1,0.0
4105,1997-01-17,15.36,1,0.0
4106,1998-06-17,47.47,22,446.4132312739656
4107,1997-02-02,27.97,2,2.6749620213268788
4108,1997-01-17,67.7,1,0.0
4109,1997-01-17,37.98,1,0.0
4110,1997-01-17,11.77,1,0.0
4111,1998-06-26,31.98,9,116.66390810597014
4112,1997-01-17,11.77,1,0.0
4113,1997-06-30,41.5,3,159.7597632804311
4114,1997-03-06,63.47,2,13.501498741801989
4115,1997-12-01,27.98,16,422.6128329221834
4116,1997-01-17,16.36,1,0.0
4117,1997-01-17,15.77,1,0.0
4118,1998-04-27,29.81,2,0.0
4119,1998-04-17,39.56,10,335.93730825073106
4120,1997-01-17,13.97,1,0.0
4121,1997-01-17,48.95,1,0.0
4122,1997-09-05,24.5,2,18.67049696114147
4123,1998-06-03,22.98,4,73.07457453427395
4124,1997-01-18,42.73,1,0.0
4125,1997-07-28,14.79,6,76.59634276876743
4126,1997-01-17,18.36,1,0.0
4127,1997-01-17,27.76,1,0.0
4128,1998-06-07,33.99,3,7.5584972086381415
4129,1997-08-25,36.74,2,20.04920376922523
4130,1997-01-17,41.09,1,0.0
4131,1998-01-28,144.92,5,115.52299346579186
4132,1997-01-17,46.92,2,0.0
4133,1997-01-22,35.31,1,0.0
4134,1997-01-17,27.67,1,0.0
4135,1997-01-17,14.96,1,0.0
4136,1997-09-25,15.99,2,14.446211053623973
4137,1997-01-17,14.77,1,0.0
4138,1997-01-17,21.54,1,0.0
4139,1997-01-28,66.69,1,0.0
4140,1997-01-17,12.97,1,0.0
4141,1997-01-17,20.0,1,0.0
4142,1997-01-17,11.77,1,0.0
4143,1998-06-02,14.49,2,0.0
4144,1997-01-17,15.76,1,0.0
4145,1998-06-01,37.47,4,25.020024598633693
4146,1997-01-18,61.44,1,0.0
4147,1998-03-23,28.48,5,48.92347379547357
4148,1997-01-17,11.77,1,0.0
4149,1997-01-17,15.36,1,0.0
4150,1997-02-03,63.69,1,0.0
4151,1997-02-16,37.98,3,28.841308581079545
4152,1997-01-17,14.37,1,0.0
4153,1998-03-28,12.99,8,79.95109996123057
4154,1997-01-17,14.37,1,0.0
4155,1998-04-22,45.83,4,118.43394056525608
4156,1997-01-24,17.7,1,0.0
4157,1997-01-17,9.98,1,0.0
4158,1998-03-07,4.49,4,2.0948076374397484
4159,1998-03-28,26.98,36,747.0593733188588
4160,1997-01-17,14.99,1,0.0
4161,1998-04-27,18.48,2,0.0
4162,1997-01-17,12.49,1,0.0
4163,1997-01-17,39.5,1,0.0
4164,1997-02-20,41.52,2,6.611078805198455
4165,1998-06-25,12.99,22,451.1510360903798
4166,1997-01-19,20.76,1,0.0
4167,1997-03-04,14.99,1,0.0
4168,1997-01-17,46.77,1,0.0
4169,1997-03-13,79.99,4,57.30499720336482
4170,1997-01-25,11.77,2,1.0867569225596982
4171,1998-06-13,11.49,20,273.987646883776
4172,1997-01-17,13.97,1,0.0
4173,1997-12-03,12.99,3,56.350936211780656
4174,1997-09-13,8.99,2,16.3859422714317
4175,1997-01-17,33.12,1,0.0
4176,1997-01-17,13.97,1,0.0
4177,1998-02-24,53.46,4,10.372815325814056
4178,1998-04-01,23.08,3,14.38654095312741
4179,1997-01-17,13.97,1,0.0
4180,1998-05-23,20.98,7,202.12525967724315
4181,1997-10-08,43.97,6,168.05477061063453
4182,1998-05-30,12.58,9,54.06789922346695
4183,1998-06-12,11.49,7,46.867321926562816
4184,1998-06-01,14.99,18,419.8295548794218
4185,1997-01-17,63.47,1,0.0
4186,1997-01-17,14.37,1,0.0
4187,1997-01-17,6.78,1,0.0
4188,1997-01-17,11.77,1,0.0
4189,1998-05-28,18.49,4,0.0
4190,1997-04-30,38.55,2,12.95837269235251
4191,1997-01-17,12.77,1,0.0
4192,1997-01-17,9.77,1,0.0
4193,1997-01-17,278.86,1,0.0
4194,1997-12-08,33.98,3,59.0776994573669
4195,1998-06-08,14.99,24,522.9160783492432
4196,1997-04-05,12.77,2,5.348951877085184
4197,1997-01-17,10.77,1,0.0
4198,1997-01-17,43.69,1,0.0
4199,1997-01-17,14.79,1,0.0
4200,1997-01-25,10.77,2,0.9884907318823832
4201,1998-01-13,10.49,2,0.0
4202,1997-01-17,24.74,1,0.0
4203,1998-01-24,12.49,9,173.96131324335755
4204,1997-09-05,42.43,3,63.05832755967968
4205,1997-01-17,65.33,1,0.0
4206,1998-05-24,48.98,7,161.55053273774593
4207,1997-01-17,19.77,1,0.0
4208,1997-01-17,18.99,1,0.0
4209,1997-12-06,48.96,9,512.8067558907441
4210,1997-01-17,33.4,1,0.0
4211,1997-12-11,12.99,4,85.6113210709606
4212,1997-01-17,37.5,1,0.0
4213,1997-01-17,15.7,1,0.0
4214,1997-01-17,14.37,1,0.0
4215,1997-12-03,58.95,3,73.40726996587776
4216,1997-01-17,18.36,1,0.0
4217,1997-01-17,8.77,1,0.0
4218,1997-01-17,17.7,1,0.0
4219,1998-03-28,11.49,7,214.01200030393508
4220,1997-01-17,22.7,1,0.0
4221,1997-01-17,11.77,1,0.0
4222,1997-03-24,12.49,2,4.791170782013294
4223,1997-01-17,28.99,1,0.0
4224,1997-01-17,25.76,1,0.0
4225,1998-04-22,81.51,14,332.4051315783663
4226,1997-01-17,92.98,1,0.0
4227,1998-04-16,11.49,6,17.365085801211425
4228,1997-01-17,87.78,1,0.0
4229,1998-03-18,11.49,3,4.848476766441989
4230,1997-09-23,68.94,3,109.19797894623629
4231,1997-01-17,30.73,1,0.0
4232,1998-04-22,12.72,5,62.15622144305339
4233,1997-01-30,115.32,1,0.0
4234,1998-04-07,19.5,5,68.53595650292147
4235,1997-11-09,5.99,4,75.21851028479385
4236,1997-06-24,42.73,2,23.22065632568711
4237,1997-12-06,49.47,4,242.63318796054264
4238,1997-01-18,35.34,1,0.0
4239,1997-09-21,12.99,2,11.234922767856617
4240,1998-03-24,86.94,11,375.70900681493913
4241,1997-01-18,33.4,1,0.0
4242,1997-01-18,21.99,1,0.0
4243,1997-01-18,27.98,1,0.0
4244,1997-01-18,23.54,1,0.0
4245,1997-01-18,43.37,1,0.0
4246,1997-02-18,18.36,4,7.280626513045169
4247,1998-04-13,9.49,5,14.094308790075988
4248,1997-06-08,9.77,2,7.282745097264616
4249,1997-01-18,26.72,1,0.0
4250,1997-04-27,56.72,3,90.67398957300442
4251,1997-01-18,44.12,1,0.0
4252,1997-01-18,32.27,1,0.0
4253,1997-01-18,15.36,1,0.0
4254,1997-01-18,35.0,1,0.0
4255,1997-01-19,17.3,2,0.7824076604030055
4256,1998-03-24,12.49,9,56.584758753622864
4257,1997-01-18,14.37,1,0.0
4258,1997-01-18,34.99,1,0.0
4259,1998-01-14,57.96,5,155.41924606459577
4260,1997-01-18,15.36,1,0.0
4261,1997-01-19,37.2,1,0.0
4262,1997-04-06,26.99,3,35.41250321847688
4263,1998-04-27,24.37,2,0.0
4264,1998-05-18,17.48,9,55.58658127096162
4265,1998-03-07,24.46,3,9.200202242882927
4266,1997-10-28,75.94,3,106.96721870398872
4267,1997-01-18,83.7,1,0.0
4268,1998-06-14,45.97,2,0.0
4269,1997-01-19,10.77,1,0.0
4270,1997-03-03,34.99,1,0.0
4271,1997-01-18,40.0,1,0.0
4272,1998-06-14,159.92,13,572.5241089893444
4273,1998-05-04,46.46,3,0.0
4274,1998-05-13,37.45,6,211.82489061791568
4275,1997-01-18,55.5,1,0.0
4276,1997-01-18,14.78,1,0.0
4277,1998-06-26,73.43,9,106.74786200964519
4278,1998-05-28,29.98,3,0.0
4279,1997-01-18,90.17,1,0.0
4280,1998-02-26,14.99,10,232.3211497621885
4281,1997-01-18,65.54,1,0.0
4282,1997-01-18,74.05,1,0.0
4283,1997-07-21,117.66,3,163.6686971980619
4284,1997-11-23,19.48,12,206.3261978309944
4285,1997-01-18,15.36,1,0.0
4286,1997-09-10,18.1,4,67.58679022198797
4287,1997-07-18,189.64,2,49.098152617711456
4288,1997-02-18,23.54,3,5.48012260805243
4289,1997-09-15,25.98,4,229.09878551816703
4290,1998-03-30,29.98,6,65.39328717399715
4291,1997-07-26,45.56,2,19.278703352176603
4292,1997-01-18,11.77,1,0.0
4293,1997-01-18,22.76,1,0.0
4294,1998-03-30,11.49,3,0.0
4295,1997-01-18,52.75,1,0.0
4296,1997-02-02,37.54,1,0.0
4297,1997-12-12,45.98,4,103.32572417698559
4298,1998-01-25,13.99,2,0.0
4299,1997-01-18,12.49,1,0.0
4300,1997-03-10,25.74,2,5.033221738311501
4301,1997-05-31,15.36,3,38.39529632366128
4302,1998-05-08,32.47,8,167.78178564923647
4303,1998-06-15,50.89,2,0.0
4304,1997-06-19,27.13,2,11.105025811108437
4305,1997-02-22,44.88,2,6.831969909248113
4306,1997-03-16,4.79,2,3.873942624428368
4307,1997-03-07,11.77,4,9.360932411011381
4308,1997-01-18,12.49,1,0.0
4309,1997-12-15,38.97,2,26.573474038254147
4310,1997-01-18,15.36,1,0.0
4311,1997-05-04,23.54,5,54.46441760452777
4312,1997-01-18,14.37,1,0.0
4313,1997-01-18,12.49,1,0.0
4314,1997-01-18,15.36,1,0.0
4315,1997-01-18,14.99,1,0.0
4316,1997-06-16,11.77,4,48.868616482506006
4317,1997-01-18,44.1,1,0.0
4318,1997-08-04,15.36,3,14.230983670686816
4319,1997-01-18,14.99,1,0.0
4320,1998-06-19,14.49,10,144.46284151429026
4321,1997-11-05,57.47,8,275.6961392760516
4322,1997-03-15,29.99,2,8.065677528913637
4323,1998-06-15,12.99,4,26.885570709431768
4324,1998-04-17,15.49,4,54.96052040563023
4325,1997-04-20,25.54,2,9.179406500759974
4326,1998-05-02,14.49,2,0.0
4327,1997-02-25,26.14,2,4.264106028957818
4328,1998-06-09,44.97,14,631.5945008715876
4329,1997-02-03,26.13,2,3.096746620547685
4330,1997-01-18,19.54,1,0.0
4331,1998-02-03,53.96,5,36.692537346635106
4332,1998-02-22,28.98,3,21.493651354387307
4333,1997-05-02,36.74,2,14.288908436085157
4334,1997-09-06,26.73,3,65.63249321363179
4335,1997-10-10,18.98,4,77.98286896216584
4336,1998-06-16,13.99,6,49.58609341373891
4337,1998-06-18,12.99,2,0.0
4338,1997-01-18,13.97,1,0.0
4339,1997-01-18,42.1,1,0.0
4340,1998-05-13,3.49,2,0.0
4341,1997-01-31,14.37,2,1.4598581969407307
4342,1997-01-18,14.37,1,0.0
4343,1997-08-24,43.6,3,89.72594515583845
4344,1997-01-18,14.37,1,0.0
4345,1997-01-18,5.99,1,0.0
4346,1998-02-09,11.18,5,41.62738373958316
4347,1997-01-18,18.99,1,0.0
4348,1997-01-18,18.99,1,0.0
4349,1997-01-18,23.54,1,0.0
4350,1997-10-03,26.99,3,131.87328631985037
